incoming,converted,n_incoming,n_converted,name,description,namespaces,query
ACTL8,81569,160,1,ACTL8,actin like 8 [Source:HGNC Symbol;Acc:HGNC:24018],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01654,None,161,1,None,None,,query_1
IGSF21,84966,162,1,IGSF21,immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PAX7,5081,163,1,PAX7,paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TAS1R2,80834,164,1,TAS1R2,taste 1 receptor member 2 [Source:HGNC Symbol;Acc:HGNC:14905],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ALDH4A1,8659,165,1,ALDH4A1,aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
IFFO2,126917,166,1,IFFO2,intermediate filament family orphan 2 [Source:HGNC Symbol;Acc:HGNC:27006],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
UBR4,23352,167,1,UBR4,ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101927895,None,168,1,None,None,,query_1
EMC1,23065,169,1,EMC1,ER membrane protein complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28957],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AKR7L,246181,170,1,AKR7L,aldo-keto reductase family 7 like (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:24056],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AKR7A3,22977,171,1,AKR7A3,aldo-keto reductase family 7 member A3 [Source:HGNC Symbol;Acc:HGNC:390],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100506730,None,172,1,None,None,,query_1
CAPZB,832,173,1,CAPZB,capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC105378614,None,174,1,None,None,,query_1
TMCO4,255104,175,1,TMCO4,transmembrane and coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:27393],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RNF186,54546,176,1,RNF186,ring finger protein 186 [Source:HGNC Symbol;Acc:HGNC:25978],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PLA2G5,5322,177,1,PLA2G5,phospholipase A2 group V [Source:HGNC Symbol;Acc:HGNC:9038],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VWA5B1,127731,178,1,VWA5B1,von Willebrand factor A domain containing 5B1 [Source:HGNC Symbol;Acc:HGNC:26538],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01141,None,179,1,None,None,,query_1
CDA,978,180,1,CDA,cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PINK1,65018,181,1,PINK1,PTEN induced kinase 1 [Source:HGNC Symbol;Acc:HGNC:14581],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PINK1-AS,None,182,1,None,None,,query_1
DDOST,1650,183,1,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:2728],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KIF17,57576,184,1,KIF17,kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SH2D5,400745,185,1,SH2D5,SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HP1BP3,50809,186,1,HP1BP3,heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EIF4G3,8672,187,1,EIF4G3,eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ECE1,1889,188,1,ECE1,endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100506801,None,189,1,None,None,,query_1
NBPF3,84224,190,1,NBPF3,NBPF member 3 [Source:HGNC Symbol;Acc:HGNC:25076],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ALPL,249,191,1,ALPL,"alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RAP1GAP,5909,192,1,RAP1GAP,RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
USP48,84196,193,1,USP48,ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LDLRAD2,401944,194,1,LDLRAD2,low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32071],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HSPG2,3339,195,1,HSPG2,heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CELA3B,23436,196,1,CELA3B,chymotrypsin like elastase 3B [Source:HGNC Symbol;Acc:HGNC:15945],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CELA3A,10136,197,1,CELA3A,chymotrypsin like elastase 3A [Source:HGNC Symbol;Acc:HGNC:15944],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01635,None,198,1,None,None,,query_1
LINC00339,29092,199,1,LINC00339,long intergenic non-protein coding RNA 339 [Source:HGNC Symbol;Acc:HGNC:25011],"ENTREZGENE,HGNC,WIKIGENE",query_1
CDC42,998,200,1,CDC42,cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
WNT4,54361,201,1,WNT4,Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZBTB40,9923,202,1,ZBTB40,zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EPHB2,2048,203,1,EPHB2,EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LACTBL1,646262,204,1,LACTBL1,lactamase beta like 1 [Source:HGNC Symbol;Acc:HGNC:35445],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LUZP1,7798,205,1,LUZP1,leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HNRNPR,10236,206,1,HNRNPR,heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TCEA3,6920,207,1,TCEA3,transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ASAP3,55616,208,1,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
E2F2,1870,209,1,E2F2,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101928163,None,210,1,None,None,,query_1
MDS2,259283,211,1,MDS2,myelodysplastic syndrome 2 translocation associated [Source:HGNC Symbol;Acc:HGNC:29633],"ENTREZGENE,HGNC,WIKIGENE",query_1
PITHD1,57095,212,1,PITHD1,PITH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25022],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HMGCL,3155,213,1,HMGCL,3-hydroxy-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FUCA1,2517,214,1,FUCA1,alpha-L-fucosidase 1 [Source:HGNC Symbol;Acc:HGNC:4006],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CNR2,1269,215,1,CNR2,cannabinoid receptor 2 [Source:HGNC Symbol;Acc:HGNC:2160],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PNRC2,55629,216,1,PNRC2,proline rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:23158],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SRSF10,10772,217,1,SRSF10,serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MYOM3,127294,218,1,MYOM3,myomesin 3 [Source:HGNC Symbol;Acc:HGNC:26679],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
IL22RA1,58985,219,1,IL22RA1,interleukin 22 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:13700],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
IFNLR1,163702,220,1,IFNLR1,interferon lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC284632,None,221,1,None,None,,query_1
GRHL3,57822,222,1,GRHL3,grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
STPG1,90529,223,1,STPG1,sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NIPAL3,57185,224,1,NIPAL3,NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RCAN3AS,None,225,1,None,None,,query_1
RCAN3,11123,226,1,RCAN3,RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100506985,None,227,1,None,None,,query_1
NCMAP,400746,228,1,NCMAP,non-compact myelin associated protein [Source:HGNC Symbol;Acc:HGNC:29332],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CLIC4,25932,229,1,CLIC4,chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RSRP1,57035,230,1,RSRP1,arginine and serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:25234],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMEM50A,23585,231,1,TMEM50A,transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RHCE,6006,232,1,RHCE,Rh blood group CcEe antigens [Source:HGNC Symbol;Acc:HGNC:10008],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMEM57,None,233,1,None,None,,query_1
LDLRAP1,26119,234,1,LDLRAP1,low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:18640],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MAN1C1,57134,235,1,MAN1C1,mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SELENON,57190,236,1,SELENON,selenoprotein N [Source:HGNC Symbol;Acc:HGNC:15999],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC646471,None,237,1,None,None,,query_1
MTFR1L,56181,238,1,MTFR1L,mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PAQR7,164091,239,1,PAQR7,progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
STMN1,3925,240,1,STMN1,stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PAFAH2,5051,241,1,PAFAH2,platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EXTL1,2134,242,1,EXTL1,exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRIM63,84676,243,1,TRIM63,tripartite motif containing 63 [Source:HGNC Symbol;Acc:HGNC:16007],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CNKSR1,10256,244,1,CNKSR1,connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol;Acc:HGNC:19700],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101928303,None,245,1,None,None,,query_1
CRYBG2,55057,246,1,CRYBG2,crystallin beta-gamma domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17295],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZNF683,257101,247,1,ZNF683,zinc finger protein 683 [Source:HGNC Symbol;Acc:HGNC:28495],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LIN28A,79727,248,1,LIN28A,lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DHDDS,79947,249,1,DHDDS,dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RPS6KA1,6195,250,1,RPS6KA1,ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ARID1A,8289,251,1,ARID1A,AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZDHHC18,84243,252,1,ZDHHC18,zinc finger DHHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:20712],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC9A1,6548,253,1,SLC9A1,solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
WDTC1,23038,254,1,WDTC1,WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CD164L2,388611,255,1,CD164L2,CD164 molecule like 2 [Source:HGNC Symbol;Acc:HGNC:32043],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
WASF2,10163,256,1,WASF2,WASP family member 2 [Source:HGNC Symbol;Acc:HGNC:12733],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
IFI6,2537,257,1,IFI6,interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FAM76A,199870,258,1,FAM76A,family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
STX12,23673,259,1,STX12,syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PPP1R8,5511,260,1,PPP1R8,protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RPA2,6118,261,1,RPA2,replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SMPDL3B,27293,262,1,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B [Source:HGNC Symbol;Acc:HGNC:21416],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
XKR8,55113,263,1,XKR8,XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EYA3,2140,264,1,EYA3,EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3521],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DNAJC8,22826,265,1,DNAJC8,DnaJ heat shock protein family (Hsp40) member C8 [Source:HGNC Symbol;Acc:HGNC:15470],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SESN2,83667,266,1,SESN2,sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PHACTR4,65979,267,1,PHACTR4,phosphatase and actin regulator 4 [Source:HGNC Symbol;Acc:HGNC:25793],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRNAU1AP,54952,268,1,TRNAU1AP,tRNA selenocysteine 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30813],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
YTHDF2,51441,269,1,YTHDF2,YTH N6-methyladenosine RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:31675],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OPRD1,4985,270,1,OPRD1,opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EPB41,2035,271,1,EPB41,erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MECR,51102,272,1,MECR,mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PTPRU,10076,273,1,PTPRU,protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01756,None,274,1,None,None,,query_1
LINC01648,None,275,1,None,None,,query_1
MATN1-AS1,None,276,1,None,None,,query_1
LAPTM5,7805,277,1,LAPTM5,lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SDC3,9672,278,1,SDC3,syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PUM1,9698,279,1,PUM1,pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NKAIN1,79570,280,1,NKAIN1,sodium/potassium transporting ATPase interacting 1 [Source:HGNC Symbol;Acc:HGNC:25743],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SNRNP40,9410,281,1,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZCCHC17,51538,282,1,ZCCHC17,zinc finger CCHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:30246],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FABP3,2170,283,1,FABP3,fatty acid binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3557],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SERINC2,347735,284,1,SERINC2,serine incorporator 2 [Source:HGNC Symbol;Acc:HGNC:23231],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01225,None,285,1,None,None,,query_1
TINAGL1,64129,286,1,TINAGL1,tubulointerstitial nephritis antigen like 1 [Source:HGNC Symbol;Acc:HGNC:19168],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HCRTR1,3061,287,1,HCRTR1,hypocretin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4848],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SPOCD1,90853,288,1,SPOCD1,SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TXLNA,200081,289,1,TXLNA,taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LCK,3932,290,1,LCK,"LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZBTB8OS,339487,291,1,ZBTB8OS,zinc finger and BTB domain containing 8 opposite strand [Source:HGNC Symbol;Acc:HGNC:24094],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RBBP4,5928,292,1,RBBP4,"RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SYNC,81493,293,1,SYNC,"syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KIAA1522,57648,294,1,KIAA1522,KIAA1522 [Source:HGNC Symbol;Acc:HGNC:29301],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
YARS,8565,295,1,YARS,tyrosyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12840],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
S100PBP,64766,296,1,S100PBP,S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RNF19B,127544,297,1,RNF19B,ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AK2,204,298,1,AK2,adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AZIN2,113451,299,1,AZIN2,antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRIM62,55223,300,1,TRIM62,tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZNF362,149076,301,1,ZNF362,zinc finger protein 362 [Source:HGNC Symbol;Acc:HGNC:18079],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
A3GALT2,127550,302,1,A3GALT2,"alpha 1,3-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:30005]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PHC2,1912,303,1,PHC2,polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101929464,None,304,1,None,None,,query_1
ZSCAN20,7579,305,1,ZSCAN20,zinc finger and SCAN domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13093],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CSMD2,114784,306,1,CSMD2,CUB and Sushi multiple domains 2 [Source:HGNC Symbol;Acc:HGNC:19290],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C1orf94,84970,307,1,C1orf94,chromosome 1 open reading frame 94 [Source:HGNC Symbol;Acc:HGNC:28250],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GJB5,2709,308,1,GJB5,gap junction protein beta 5 [Source:HGNC Symbol;Acc:HGNC:4287],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SMIM12,113444,309,1,SMIM12,small integral membrane protein 12 [Source:HGNC Symbol;Acc:HGNC:25154],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DLGAP3,58512,310,1,DLGAP3,DLG associated protein 3 [Source:HGNC Symbol;Acc:HGNC:30368],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZMYM6,9204,311,1,ZMYM6,zinc finger MYM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:13050],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZMYM1,79830,312,1,ZMYM1,zinc finger MYM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:26253],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZMYM4,9202,313,1,ZMYM4,zinc finger MYM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:13055],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KIAA0319L,79932,314,1,KIAA0319L,KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TFAP2E,339488,315,1,TFAP2E,transcription factor AP-2 epsilon [Source:HGNC Symbol;Acc:HGNC:30774],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PSMB2,5690,316,1,PSMB2,proteasome subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9539],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CLSPN,63967,317,1,CLSPN,claspin [Source:HGNC Symbol;Acc:HGNC:19715],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AGO4,192670,318,1,AGO4,argonaute RISC component 4 [Source:HGNC Symbol;Acc:HGNC:18424],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AGO1,26523,319,1,AGO1,argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AGO3,192669,320,1,AGO3,argonaute RISC catalytic component 3 [Source:HGNC Symbol;Acc:HGNC:18421],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TEKT2,27285,321,1,TEKT2,tektin 2 [Source:HGNC Symbol;Acc:HGNC:11725],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
